1,2,3,4,5,6,7,label
2.34,2.35,155925900,75.24,440764,0.26,11.79,-1
2.35,2.35,141233500,73.32,319898,0.21,11.6,1
2.35,2.36,113125200,83.03,333214,0.04,10.82,-1
2.35,2.34,147752400,74.63,564080,-0.51,10.57,-1
2.34,2.34,95026000,75.01,369219,-0.34,10.29,1
2.33,2.36,160616600,77.64,661364,0.86,10.63,-1
2.36,2.35,77854600,78.41,402643,-0.17,10.78,-1
2.35,2.35,103765400,86.62,441148,0.13,11.49,1
2.36,2.37,188714100,70.02,695819,0.64,10.34,-1
2.37,2.34,217350500,82.1,684107,-1.1,10.12,1
2.35,2.35,99725300,79.66,548084,0.17,10.1,-1
2.35,2.35,187362300,75.76,518210,0.26,10.11,-1
2.35,2.34,218263200,85.5,690103,-0.72,10.1,-1
2.34,2.34,136127100,80.44,637723,0.34,9.45,1
2.35,2.36,194696600,80.71,649710,0.85,9.43,-1
2.36,2.36,174001500,70.8,524881,-0.17,10.25,-1
2.36,2.35,167086500,80.91,349944,-0.25,10.35,-1
2.36,2.35,139272800,72.9,376556,-0.09,10.04,-1
2.35,2.34,265856800,83.69,489957,-0.38,9.93,1
2.34,2.36,171004300,69.85,337080,0.55,9.65,1
2.37,2.38,185273100,74.04,664848,1.1,10.07,-1
2.38,2.38,282008900,77.84,515831,0.08,10.09,-1
2.39,2.38,154898400,85,437440,0,10.05,-1
2.38,2.38,129630600,77.57,317934,-0.29,10.12,-1
2.37,2.38,257438800,84.07,831722,0.04,9.98,-1
2.38,2.37,153067100,76.02,493346,-0.17,9.97,-1
2.37,2.37,175656300,81.47,335825,-0.29,9.99,-1
2.37,2.35,209691200,84.07,596169,-0.72,10.42,-1
2.35,2.35,279426200,80.44,577689,0.13,10.25,-1
2.35,2.34,142334500,78.14,364560,-0.64,10.31,-1
2.33,2.32,346528200,86.81,800697,-0.68,10.67,1
2.32,2.33,185190800,82.62,526787,0.39,10.19,1
2.33,2.34,203121100,79.65,620980,0.43,9.72,-1
2.34,2.34,248721400,76.36,646983,-0.21,10.07,-1
2.33,2.34,174578000,66.6,510319,0.26,9.67,-1
2.34,2.34,228289500,69.06,670507,-0.13,9.29,-1
2.34,2.34,154384900,85.87,641119,0.21,9.1,-1
2.34,2.34,183458200,73.18,404638,-0.17,9.13,-1
2.34,2.33,82025800,84.66,300159,-0.34,9.09,-1
2.33,2.33,159410500,84.2,382791,-0.3,9.06,-1
2.32,2.32,179265700,80.77,464608,-0.22,9,-1
2.32,2.31,267101600,103.14,782037,-0.3,9.29,1
2.31,2.32,389083300,96.21,541048,0.22,9.25,-1
2.31,2.32,145651500,92.98,343456,-0.13,8.84,-1
2.32,2.32,256604900,79.8,499878,0.26,8.38,1
2.32,2.33,292160600,78.81,528608,0.56,8.31,1
2.33,2.37,547967000,72.64,979755,1.54,8.75,-1
2.37,2.37,180452600,64.39,705340,0.17,8.87,1
2.37,2.38,187207700,74.96,545265,0.21,8.67,-1
2.38,2.36,157024900,74.97,434946,-0.88,8.56,-1
2.35,2.35,190121200,96.52,517955,-0.34,8.49,1
2.35,2.36,139433100,85.73,361328,0.21,8.64,1
2.36,2.37,271072200,67.4,600361,0.76,8.47,1
2.37,2.4,489723700,57.35,1036813,1.26,8.59,-1
2.4,2.4,283690100,63.1,802364,-0.17,8.7,1
2.39,2.47,458679000,69.12,1572296,2.96,12.35,-1
2.46,2.47,204268700,68.86,1041433,-0.16,10.88,1
2.47,2.48,242973100,64.48,988739,0.37,12.03,1
2.47,2.49,188051900,67.71,648433,0.61,12.12,-1
2.49,2.47,208102000,72.83,665042,-0.8,12.9,-1
2.46,2.44,223613000,87.75,659078,-1.13,12.46,1
2.44,2.46,259641200,68.97,564243,0.61,12.48,1
2.46,2.48,228706800,61.1,794948,0.94,13.83,1
2.48,2.5,250598200,64.02,704368,0.85,14.23,1
2.5,2.52,335854900,65.29,964310,0.64,15.09,-1
2.51,2.51,240050400,75.18,753654,-0.12,15.45,-1
2.51,2.51,225367300,81.11,618836,-0.08,15.09,-1
2.51,2.48,286507900,86.29,752716,-1.19,14.49,-1
2.48,2.47,341763900,85.6,746662,-0.68,13.9,-1
2.47,2.46,242180100,68.01,539725,-0.2,13.28,1
2.46,2.5,258861200,71.97,813455,1.5,13.69,-1
2.5,2.48,178760900,74.86,655024,-0.56,13.99,1
2.5,2.51,314425200,72.29,850369,1.05,13.37,1
2.5,2.52,526239200,65.26,1465047,0.6,13.61,1
2.52,2.54,288116900,71.8,950015,0.75,13.9,1
2.54,2.55,338375300,57.19,1017859,0.43,15.38,1
2.55,2.56,313123100,67.35,782088,0.39,14.86,-1
2.56,2.55,258574400,62.13,766496,-0.62,15.04,1
2.55,2.57,188914600,76.96,646740,0.67,14.47,-1
2.55,2.56,179664500,77.05,502088,-0.27,14.4,-1
2.56,2.54,176384700,84.57,556413,-0.59,14.07,-1
2.54,2.52,242204100,81.33,604616,-0.9,13.3,1
2.52,2.56,245548200,69.22,833797,1.71,14.22,1
2.56,2.57,215517400,66.38,810858,0.16,13.82,-1
2.56,2.56,238047700,75.73,543707,-0.23,13.88,1
2.56,2.58,245710900,72.06,609693,0.55,13.9,1
2.57,2.6,374132100,72.01,1279350,1.13,13.73,-1
2.6,2.6,330030300,73.3,1283508,-0.27,14.78,1
2.6,2.64,317856700,70.77,980807,1.58,14.78,1
2.64,2.67,248372500,68.57,1179824,1.02,15.76,-1
2.67,2.67,741421300,68.32,1665715,0.15,17.35,-1
2.66,2.66,501216700,76.66,1145107,-0.37,16.92,1
2.66,2.7,413717800,68.12,1264964,1.62,16.99,1
2.7,2.71,431109100,72.5,1039287,0.3,17.2,-1
2.7,2.68,372423700,71.63,843154,-1.11,16.15,1
2.67,2.7,311506400,74.32,967806,0.75,15.71,-1
2.7,2.68,374252500,68.61,755383,-0.63,15.38,-1
2.68,2.68,460048200,75.93,973010,-0.22,15.93,-1
2.67,2.68,233115900,84.42,779833,0,15.88,-1
